source_name,source_url,source_section,source_item_type,company_name,company_website,source_status,source_category,source_industry,source_business_model,raw_description,source_confidence,notes
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Advanced Aircrew Academy,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,AdComp Systems,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Allied Electric,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Alus,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Anterra Technology,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,APA Medical Equipment,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,AppWrap,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,APS,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Aspen Ridge Recovery,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Atticus,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Auronix,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Big Box Storage,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Bio Behavioral Institute,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Central Storage & Warehouse,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,"Charter Impact, Inc.",,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Chesapeake Technology,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,CITTA Brokerage,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Desert Services,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Driver Industrial,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Dynamic Rubber,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Emission and Cooling Solutions,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,EndoscopyMD,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,EyeQ Monitoring,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,FIMC,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Green Garden Group,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,His Choice Health,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Holland Supply Company,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,IMMSA,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Infosel,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,JDXpert,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,JMG Marketing,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,JQ Medical,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Kind Behavioral Health,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Kofre Technologia,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Legna Software,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,LineDrive,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Léargas Security,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Maher Services,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Mas Seguros,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Meridian Title,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Metabolic Solutions,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Moneta Technologies,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Montis Financial,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Neurobiologix,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Nexti,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,No-IP,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Nuance Medical,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,O&W Heat Treat,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,OneShield,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Out of the Box Technology,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Oxymed,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,"P&S Machining and Fabrication, Inc.",,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Pacific West Mechanical,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,PalCare,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Premier Tree Specialists,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Premier World Discovery,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Quicksoft Technologia,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Rent Andes,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Resolute,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Revive MedSpa,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Solutions Group Accounting,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Spanish Schoolhouse,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Sunscape Landscaping,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,TACNA,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Tactiq,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Team Management Systems,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Travelmax,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Upper Hand,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Voke,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Advantage Surveillance,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Automotive Business Solutions,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Blue Sky Network,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Botanical Designs,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Chapparal Management,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Dooblo,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Dragonfly Pond Works,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,EMI Porta,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Flint Group,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,FSI,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Fusion Site,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Grupo CTAIMA,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,I4PRO,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,ISPN Network Service,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Labsoft,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Microdea,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Nova,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Peerless Tent & Event,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Perimeter Security Systems,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,PrecisionMed,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Richmond Alarm Company,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,smarTours,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Stone Pump & Trench,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,The Hose Monster Company,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Utility Cloud,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Voxco,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Epac Flexible Packaging,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,Mapex,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Portfolio companies,operating company,RMC,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,8th Wing Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Abridge Keystone Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Astoria Growth Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Atropates Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Baron Avenue,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Beacon Education Group,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Blue Haven Equity,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Breakpoint Growth,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Cardinal Summit,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Ciclo Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Cinnamon Hill Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Cothrom Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Cupecoy Growth Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Dune Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Dune Creek Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Excelsa Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Focal Point Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Fox Legacy Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Grace Court Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Grandview Peak Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Granville Peak,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Highland Legacy Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Hope Street Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,KNORI Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Legacy Pursuit,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Leo Legacy,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,ML Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,New Frontier Enterprises,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Next Haven Group,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Old Brookewood Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Operative Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Palmetto & Pine,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Pathfinder Growth Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Periscope Harbor,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Pineway Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Radnor Lake Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Ripple Equity,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Roxbury & Co.,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Seven Seas Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Stonebriar Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Summit Roots Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Sun Harbor Capital,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Tar River Legacy Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Third & Jefferson Holdings,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Vast Hill Search Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Vertex Growth Partners,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Vertical Investment Group,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Wavelength Equity,,,,,,,Medium,Extracted from approved page logo alt text
WSC & Company,https://wscandcompany.com/portfolio/,Search funds / entrepreneurs,search fund / entrepreneur vehicle,Wells Street Partners,,,,,,,Medium,Extracted from approved page logo alt text
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Abound Health,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,ACES Monitoring,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Advanced Aircrew Academy,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Ascend Software,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,ASI Group,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Automotive Business Solutions,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,BEX Realty,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Botanical Designs,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,BP Logix,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Bridge Insure,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,BroadPeak Partners,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,BSU Electronics,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Canyonlands Camps,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Castle Tire,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Cerbo,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,CITTA Brokerage Co.,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Clariti,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Contact Centers Dominicana,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Critical Path Security / Léargas Security,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Crown Health,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Crystal Practice Management,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,CSW,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Dragonfly Pond Works,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,DriveSafe,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Dynamic Growth,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Efficient Hire,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Emporos,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,EndoscopyMD,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Ennoble Care,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Ethos,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,ExpensePoint,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Extended Care Professional (ECP),,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Falcon,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,FieldEdge,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,FleetFlo,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Fraxion,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,FSI,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Greenback Expat Tax Services,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Growth99,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Icon,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,IntellaTriage,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,ISI,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,ITpipes,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Kind Behavioral Health,,,,,,,High,Extracted from approved page Learn more cards
Trilogy Search Partners,https://trilogy-search.com/portfolio,Portfolio,operating company,Market Equipment,,,,,,,High,Extracted from approved page Learn more cards
